Reaction_ID,Reaction_Name,kcat,kcat_MW
EX_cpd08865_e0,Arbutin exchange,,
EX_cpd06159_e0,Esculin exchange,,
EX_cpd05161_e0,Melezitose exchange,,
EX_cpd03844_e0,Cellobiose exchange,,
EX_cpd03726_e0,Exchange for Fe-enterochlin_e0,,
EX_cpd03696_e0,Exchange for Ursin_e0,,
EX_cpd03453_e0,Exchange for Enterobactin_e0,,
EX_cpd03424_e0,Exchange for Vitamin B12_e0,,
EX_cpd03198_e0,Melibiose exchange,,
EX_cpd02227_e0,Exchange for S-Ribosylhomocysteine_e0,,
EX_cpd01914_e0,Exchange for L-Methionine S-oxide_e0,,
EX_cpd01354_e0,Lactose exchange,,
EX_cpd01329_e0,Exchange for Maltohexaose_e0,,
EX_cpd01262_e0,Exchange for Amylotriose_e0,,
EX_cpd01171_e0,Exchange for Dulcose_e0,,
EX_cpd01157_e0,Exchange for Chitobiose_e0,,
EX_cpd01068_e0,L-Xylose exchange,,
EX_cpd01031_e0,sorbose exchange,,
EX_cpd01030_e0,Exchange for Salicin_e0,,
EX_cpd00794_e0,Exchange for TRHL_e0,,
EX_cpd00751_e0,L-Fucose exchange,,
EX_cpd00750_e0,D-Fucose exchange,,
EX_cpd00644_e0,Exchange for PAN_e0,,
EX_cpd00637_e0,Exchange for D-Methionine_e0,,
EX_cpd00635_e0,Exchange for Cbl_e0,,
EX_cpd00589_e0,D-Tagatose exchange,,
EX_cpd00588_e0,Exchange for Sorbitol_e0,,
EX_cpd00396_e0,L-Rhamnose exchange,,
EX_cpd00393_e0,Exchange for Folate_e0,,
EX_cpd00392_e0,Phycite exchange,,
EX_cpd00382_e0,Melitose exchange,,
EX_cpd00368_e0,D-Lyxose exchange,,
EX_cpd00357_e0,Exchange for TTP_e0,,
EX_cpd00322_e0,Exchange for L-Isoleucine_e0,,
EX_cpd00314_e0,Exchange for D-Mannitol_e0,,
EX_cpd00306_e0,Xylitol exchange,,
EX_cpd00305_e0,Exchange for Thiamin_e0,,
EX_cpd00276_e0,Exchange for GLUM_e0,,
EX_cpd00264_e0,Exchange for Spermidine_e0,,
EX_cpd00224_e0,L-Arabinose exchange,,
EX_cpd00220_e0,Exchange for Riboflavin_e0,,
EX_cpd00218_e0,Exchange for Niacin_e0,,
EX_cpd00215_e0,Exchange for Pyridoxal_e0,,
EX_cpd00208_e0,LACT exchange,,
EX_cpd00185_e0,D-Arabinose exchange,,
EX_cpd00179_e0,Exchange for Maltose_e0,,
EX_cpd00166_e0,Exchange for Calomide_e0,,
EX_cpd00161_e0,Exchange for L-Threonine_e0,,
EX_cpd00159_e0,Exchange for L-Lactate_e0,,
EX_cpd00158_e0,Exchange for CELB_e0,,
EX_cpd00156_e0,Exchange for L-Valine_e0,,
EX_cpd00155_e0,Glycogen exchange,,
EX_cpd00154_e0,Exchange for Xylose_e0,,
EX_cpd00138_e0,Exchange for D-Mannose_e0,,
EX_cpd00132_e0,Exchange for L-Asparagine_e0,,
EX_cpd00129_e0,Exchange for L-Proline_e0,,
EX_cpd00122_e0,Exchange for N-Acetyl-D-glucosamine_e0,,
EX_cpd00121_e0,L-Inositol exchange,,
EX_cpd00119_e0,Exchange for L-Histidine_e0,,
EX_cpd00118_e0,Exchange for Putrescine_e0,,
EX_cpd00116_e0,Exchange for Methanol_e0,,
EX_cpd00108_e0,Galactose exchange,,
EX_cpd00107_e0,Exchange for L-Leucine_e0,,
EX_cpd00105_e0,Ribose exchange,,
EX_cpd00104_e0,Exchange for BIOT_e0,,
EX_cpd00084_e0,Exchange for L-Cysteine_e0,,
EX_cpd00082_e0,Exchange for D-Fructose_e0,,
EX_cpd00080_e0,Exchange for Glycerol-3-phosphate_e0,,
EX_cpd00076_e0,Exchange for Sucrose_e0,,
EX_cpd00073_e0,Exchange for Urea_e0,,
EX_cpd00069_e0,Exchange for L-Tyrosine_e0,,
EX_cpd00066_e0,Exchange for L-Phenylalanine_e0,,
EX_cpd00065_e0,Exchange for L-Tryptophan_e0,,
EX_cpd00060_e0,Exchange for L-Methionine_e0,,
EX_cpd00054_e0,Exchange for L-Serine_e0,,
EX_cpd00053_e0,Exchange for L-Glutamine_e0,,
EX_cpd00051_e0,Exchange for L-Arginine_e0,,
EX_cpd00041_e0,Exchange for L-Aspartate_e0,,
EX_cpd00039_e0,Exchange for L-Lysine_e0,,
EX_cpd00035_e0,Exchange for L-Alanine_e0,,
EX_cpd00033_e0,Exchange for Glycine_e0,,
EX_cpd00028_e0,Exchange for Heme_e0,,
EX_cpd00023_e0,Exchange for L-Glutamate_e0,,
EX_cpd00017_e0,Exchange for S-Adenosyl-L-methionine_e0,,
EX_cpd00011_e0,Exchange for CO2_e0,,
EX_cpd00007_e0,Exchange for O2_e0,,
ADD_tpp,,,
ADD_heme,,,
atpm,,,
DM_cpd15302_c0,Demand for glycogen(n-1)_c0,,
DM_cpd11640_c0,,,
DM_cpd00363_c0,,,
DM_cpd00166_c0,Calomide demand,,
DM_cpd00029_c0,Heme demand,,
bio1_biomass,GramPositiveBiomass auto biomass,,
rxn00379_c0_num1,,,
rxn05039_c0_num1,,,
rxn05331_c0_reverse,,1.4564,327.1474832
rxn05330_c0_reverse,,1.4141,317.6457401
rxn05334_c0_reverse,,8.25,1853.176831
rxn05340_c0_reverse,,344.7,48615.31960112355
rxn05342_c0_reverse,,344.7,48615.31960112355
rxn05336_c0_reverse,,3.3432,117.878399
rxn01257_c0_reverse,,5.1513,442.3178581
rxn00171_c0_reverse_num1,,141.7544,2670.974719
rxn08040_c0_reverse,,,
rxn05485_c0_reverse,,93.217,1792.83624
rxn01917_c0_reverse,,1.5895,93.55451905
rxn05349_c0_reverse,,29.7721,3139.451977
rxn01637_c0_reverse,,33.7595,1445.331895
rxn00800_c0_reverse_num1,,,
rxn03137_c0_reverse,,,
rxn00907_c0_reverse,,,
rxn00097_c0_reverse,,,
rxn03136_c0_reverse,,21.4887,1442.841855
rxn05217_c0_reverse,,,
rxn08073_c0_reverse_num1,,19.5122,2564.906927
rxn08076_c0_reverse_num1,,19.0206,2500.285396
rxn09678_c0_reverse,,,
rxn00283_c0_reverse,,,
rxn05303_c0_reverse,,,
rxn12634_c0_reverse_num1,,11.2154,1511.515749
rxn12637_c0_reverse_num1,,153.7618,20722.70113
rxn01740_c0_reverse,,25.6496,1543.559683
rxn00337_c0_reverse,,13.2034,551.2560333
rxn00260_c0_reverse_num1,,131.3435,1771.935291
rxn00647_c0_reverse,,277.5089,3743.830593
rxn09690_c0_reverse,,,
rxn05244_c0_reverse,,,
rxn05669_c0_reverse,,,
rxn00806_c0_reverse,,312.4966,27946.82906
rxn01575_c0_reverse,,172.4085,15418.63457
rxn05518_c0_reverse_num1,,21.1776,3412.365956
rxn05467_c0_reverse,,,
rxn01127_c0_reverse,,,
rxn01509_c0_reverse,,,
rxn00686_c0_reverse,,1.2473,103.9076653
rxn02504_c0_reverse,,80.303,21187.13065
rxn01465_c0_reverse,,6.3715,256.2239959
rxn02200_c0_reverse_num1,,2.9357,244.5616395
rxn00784_c0_reverse,,36.1876,1462.854772
rxn03958_c0_reverse,,7.6761,659.5258896
rxn00912_c0_reverse,,3.3432,40.48946462
rxn00459_c0_reverse,,0.0588,1.152553846
rxn04791_c0_reverse,,,
rxn08475_c0_reverse,,,
rxn01602_c0_reverse,,0.4397,36.62968045
rxn08535_c0_reverse_num1,,24.258,2330.708392
rxn05560_c0_reverse_num1,,24.258,466.552469
rxn00817_c0_reverse,,2.9525,64.5084165
rxn00799_c0_reverse_num1,,1.2496,112.8598894
rxn00993_c0_reverse,,3.3432,372.2659631
rxn01629_c0_reverse,,,
rxn00701_c0_reverse,,3.3432,105.700017
rxn05567_c0_reverse,,6.0586,116.5246429
rxn05569_c0_reverse,,32.4192,623.5162751
rxn09672_c0_reverse,,,
rxn05307_c0_reverse,,,
rxn05582_c0_reverse,,127.8783,9848.870495
rxn00781_c0_reverse_num1,,63.5348,1554.660905
rxn03004_c0_reverse,,34.1018,5397.774541
rxn00555_c0_reverse,,6.7644,187.4778456
rxn09562_c0_reverse,,,
rxn01834_c0_reverse,,31.9422,4167.760871
rxn00184_c0_reverse_num1,,3.4385,115.4752161
rxn05297_c0_reverse,,,
rxn05734_c0_reverse,,13.5228,299.6223658
rxn05508_c0_reverse,,,
rxn00611_c0_reverse,,,
rxn08668_c0_reverse,,350.4933,46307.68363
rxn05740_c0_reverse,,136.6894,1984.529663
rxn01106_c0_reverse_num1,,,
rxn00239_c0_reverse_num1,,,
rxn05319_c0_reverse,,,
rxn01451_c0_reverse,,,
rxn03249_c0_reverse,,17.5041,1997.716504
rxn02933_c0_reverse,,17.5041,1997.716504
rxn05338_c0_reverse,,5.7217,201.7422934
rxn05337_c0_reverse,,344.7,48615.3196
rxn01480_c0_reverse,,1.826,208.398623
rxn05299_c0_reverse,,,
rxn05341_c0_reverse,,344.7,48615.3196
rxn01301_c0_reverse,,66.7938,2684.883743
rxn01302_c0_reverse,,179.0279,7196.313103
rxn02320_c0_reverse_num1,,3.3022,100.4264735
rxn01790_c0_reverse,,18.3478,986.1053812
rxn00834_c0_reverse,,,
rxn00832_c0_reverse,,,
rxn03062_c0_reverse,,1.2496,58.32443806
rxn05595_c0_reverse,,,
rxn00816_c0_reverse,,5.0024,45.19526096
rxn02789_c0_reverse_num1,,3.3432,270.4066892
rxn05243_c0_reverse,,,
rxn05305_c0_reverse,,,
rxn05607_c0_reverse,,3.6665,70.51754586
rxn00559_c0_reverse,,,
rxn05610_c0_reverse_num1,,8.9276,171.7039254
rxn05465_c0_reverse_num1,,8.319,473.2436081
rxn00910_c0_reverse,,9.153,259.3241312
rxn00693_c0_reverse_num1,,3.3432,35.40891147
rxn08127_c0_reverse,,2.7864,85.51759542
rxn08128_c0_reverse,,8.6035,264.0506145
rxn05617_c0_reverse_num1,,51.3609,987.8207067
rxn08126_c0_reverse,,2.1312,65.40880683
rxn01211_c0_reverse,,22.3865,1338.430728
rxn03052_c0_reverse,,5.7217,238.7146244
rxn05310_c0_reverse,,,
rxn01265_c0_reverse,,29.1478,1937.21901
rxn05209_c0_reverse_num1,,,
rxn00237_c0_reverse,,,
rxn00117_c0_reverse,,,
rxn00409_c0_reverse,,,
rxn01353_c0_reverse,,,
rxn01673_c0_reverse,,,
rxn00839_c0_reverse,,,
rxn00515_c0_reverse,,,
rxn00931_c0_reverse,,0.086,11.05195728
rxn00558_c0_reverse,,,
rxn02380_c0_reverse,,,
rxn01100_c0_reverse,,2633.0,31515.0
rxn05306_c0_reverse,,,
rxn00493_c0_reverse_num1,,35.6283,1083.527505
rxn01799_c0_reverse,,35.6283,2218.940367
rxn01859_c0_reverse,,7.5046,467.3885613
rxn01358_c0_reverse,,176.7173,11006.00227
rxn01138_c0_reverse,,1.7713,110.3170534
rxn05308_c0_reverse,,,
rxn00077_c0_reverse,,,
rxn00104_c0_reverse,,,
rxn02508_c0_reverse,,,
rxn02835_c0_reverse,,,
rxn03175_c0_reverse,,,
rxn05638_c0_reverse,,,
rxn02476_c0_reverse,,0.0202,1.645686499
rxn02914_c0_reverse,,2.49,225.1000548
rxn00670_c0_reverse,,2.9584,76.28656411
rxn05687_c0_reverse,,,
rxn01446_c0_reverse,,24.9322,1552.784304
rxn01985_c0_reverse,,8.5201,530.6341818
rxn01649_c0_reverse,,0.1088,6.776094058
rxn00929_c0_reverse,,2.9584,380.1873304
rxn00250_c0_reverse,,60.0,1702.23645
rxn00392_c0_reverse,,3.3432,116.6772791
rxn02474_c0_reverse,,0.4578,41.5172311
rxn05645_c0_reverse,,2.7864,243.109021
rxn01646_c0_reverse,,8.7109,542.5172585
rxn01116_c0_reverse,,,
rxn09696_c0_reverse,,,
rxn09242_c0_reverse_num1,,86.4141,1661.996525
rxn01329_c0_reverse_num1,,,
rxn03445_c0_reverse,,7.258,328.0675096
rxn01101_c0_reverse_num1,,9.7303,427.3841548
rxn00543_c0_reverse,,7.9435,123.7947302
rxn00692_c0_reverse,,999.0,79912.7132
rxn05652_c0_reverse,,,
rxn05655_c0_reverse_num1,,3.3432,120.1642321
rxn01333_c0_reverse,,5.2068,807.8161085
rxn05496_c0_reverse,,1.3143,101.2241365
rxn05301_c0_reverse,,,
rxn02000_c0_reverse,,,
rxn01652_c0_reverse,,2.5531,102.1146887
rxn09657_c0_reverse,,,
rxn05300_c0_reverse,,,
rxn02005_c0_reverse,,16.8409,323.8998876
rxn00650_c0_reverse_num1,,2.9584,398.7078652
rxn00527_c0_reverse_num1,,13.8826,422.1974929
rxn01548_c0_reverse,,4.6596,290.2011753
rxn05466_c0_reverse,,,
rxn01219_c0_reverse_num1,,,
rxn00364_c0_reverse_num1,,,
rxn01366_c0_reverse,,8.0245,544.2811044
rxn00297_c0_reverse,,,
rxn00214_c0_reverse,,,
rxn00211_c0_reverse,,,
rxn00119_c0_reverse,,,
rxn00903_c0_reverse,,,
rxn05663_c0_reverse,,,
rxn09693_c0_reverse,,,
rxn05671_c0_reverse,,58.002,640.8915127
rxn02155_c0_reverse,,3.5025,272.5174603
rxn01678_c0_reverse,,,
rxn01512_c0_reverse,,,
rxn05335_c0_reverse,,39.2507,8816.786403
rxn07977_c0_reverse,,1.2496,280.6945173
rxn07979_c0_reverse,,0.489,109.8428449
rxn07980_c0_reverse,,1.0916,245.2033731
rxn08025_c0_reverse,,1.1363,19.19687828
rxn00897_c0_reverse,,,
rxn03251_c0_reverse,,0.0757,6.636490991
rxn02679_c0_reverse,,15.5555,1363.724381
rxn03253_c0_reverse,,36.3382,3185.708546
rxn02720_c0_reverse,,36.3382,3185.708546
rxn02803_c0_reverse,,1.2496,109.5503189
rxn00946_c0_reverse,,0.6889,60.39469807
rxn04016_c0_reverse,,5.2948,644.0143099
rxn00974_c0_reverse,,3.4156,177.5702909
rxn01388_c0_reverse,,7.8169,406.3851759
rxn10052_c0_reverse,,,
rxn01972_c0_reverse,,4.4679,171.809665
rxn00143_c0_reverse,,1.1625,170.8027348
rxn05115_c0_reverse,,,
rxn00763_c0_reverse,,,
rxn01710_c0_reverse,,,
rxn00653_c0_reverse,,9.3188,206.4750571
rxn08123_c0_reverse_num1,,2.4267,318.9932268
rxn08124_c0_reverse_num1,,3.3432,439.4684781
rxn08129_c0_reverse,,4.1478,127.3004171
rxn08131_c0_reverse,,10.9968,69.76864435
rxn05501_c0_reverse,,26.24,504.6721406
rxn00347_c0_reverse,,38.6958,1412.862117
rxn10770_c0_reverse_num1,,604.914,9427.225459
rxn00953_c0_reverse,,38.4536,2127.401338
rxn08300_c0_reverse,,5.6962,1144.507673
rxn01974_c0_reverse,,,
rxn00745_c0_reverse_num1,,15.3345,3104.452911
rxn02929_c0_reverse,,8.303,271.0243532
rxn00786_c0_reverse_num1,,52.718,1554.911844
rxn01870_c0_reverse,,34.1018,1005.828991
rxn01334_c0_reverse_num1,,20.1317,593.7823661
rxn05255_c0_reverse,,,
rxn00612_c0_reverse,,16.3557,1627.202235
rxn03962_c0_reverse,,3.9095,396.6783237
rxn08615_c0_reverse,,12.1193,203.0654712
rxn00193_c0_reverse,,,
rxn00085_c0_reverse,,73.2779,463.1254274
rxn00762_c0_reverse,,434.6246,9941.865162
rxn05329_c0_reverse,,15.6755,3521.148292
rxn05339_c0_reverse,,4.3091,151.9352145
rxn05148_c0_reverse,,,
rxn00879_c0_reverse,,,
rxn02811_c0_reverse_num1,,16.9928,1374.421748
rxn05206_c0_reverse,,,
rxn00499_c0_reverse,,6.2183,80.99386291
rxn00546_c0_reverse,,,
rxn08890_c0_reverse,,16.9928,176.4566469
rxn08893_c0_reverse,,55.6679,578.0666503
rxn08895_c0_reverse,,,
rxn08898_c0_reverse,,,
rxn12633_c0_reverse_num1,,42.1119,5675.481933
rxn12639_c0_reverse_num1,,42.1119,5675.481933
rxn12640_c0_reverse_num1,,18.1027,2439.727174
rxn12641_c0_reverse_num1,,16.9109,2279.106557
rxn12642_c0_reverse_num1,,55.6679,7502.443743
rxn12644_c0_reverse_num1,,42.5322,5732.126374
rxn12645_c0_reverse_num1,,49.2815,6641.739339
rxn12646_c0_reverse_num1,,3.369,454.0450236
rxn12635_c0_reverse_num1,,9.8349,1325.463759
rxn12636_c0_reverse_num1,,11.7732,1586.691265
rxn03910_c0_reverse,,1.5551,111.3628563
rxn10570_c0_reverse,,,
rxn06077_c0_reverse,,13.5228,1345.658564
rxn08933_c0_reverse,,16.7134,471.1206592
rxn08936_c0_reverse,,13.5228,381.1833888
rxn08941_c0_reverse,,17.9461,260.551058
rxn08942_c0_reverse,,83.816,1216.885423
rxn01132_c0_reverse,,28.1689,408.9711246
rxn01021_c0_reverse,,32.6632,4799.108721
rxn01669_c0_reverse,,14.2866,182.622346
rxn09022_c0_reverse,,1.6516,142.5934488
rxn09023_c0_reverse,,,
rxn04794_c0_reverse,,,
rxn03903_c0_reverse,,,
rxn03904_c0_reverse,,,
rxn01485_c0_reverse,,,
rxn09108_c0_reverse,,1.2393,113.5382386
rxn09109_c0_reverse,,16.5407,1515.373149
rxn09110_c0_reverse,,1.3016,119.2458415
rxn09111_c0_reverse,,22.9193,2099.7474
rxn09112_c0_reverse,,1.2496,114.4818712
rxn09113_c0_reverse,,3.3432,306.2866452
rxn09114_c0_reverse,,0.4354,39.88908989
rxn09176_c0_reverse,,,
rxn00856_c0_reverse,,14.3683,345.448288
rxn05647_c0_reverse,,49.2944,948.0758523
rxn15395_c0_reverse,,35.1998,827.1363118
rxn03066_c0_reverse,,11.2738,462.0664772
rxn02003_c0_reverse,,7.8267,460.2392276
rxn00785_c0_reverse_num1,,2.8751,311.4115473
rxn00747_c0_reverse,,,
rxn01682_c0_reverse,,11.4893,289.1490538
rxn03933_c0_reverse,,13.8087,627.8657042
rxn02285_c0_reverse,,1.4882,55.58277485
rxn00358_c0_reverse,,,
rxn00298_c0_reverse,,,
rxn04056_c0_reverse,,26.24,1485.386291
rxn01200_c0_reverse_num1,,7.7269,836.9259799
rxn01171_c0_reverse,,,
rxn00802_c0_reverse,,279.1958,9935.150697
rxn42230_c0_reverse,,0.4826,92.9789494
rxn15167_c0_reverse,,,
rxn40037_c0_reverse,,1.1132,31.10980938
rxn00719_c0_reverse_num1,,2.0183,267.5595718
rxn00068_c0_reverse,,,
rxn01636_c0_reverse,,18.5988,786.2672247
rxn02159_c0_reverse,,87.7636,6890.037556
rxn06023_c0_reverse,,10.1092,2647.611416
rxn00109_c0_reverse,,2.4757,52.31770896
rxn01361_c0_reverse_num1,,8.4566,564.6934909
rxn00770_c0_reverse,,350.5758,5053.88534
rxn20643_c0_reverse,,22.453,142.4519289
rxn00777_c0_reverse_num1,,,
rxn04750_c0_reverse,,1.7257,196.9515355
rxn42709_c0_reverse,,7.1291,31.08587701
rxn47768_c0_reverse,,1.6987,141.7573456
rxn21857_c0_reverse,,9.0499,319.0918051
rxn21859_c0_reverse,,,
rxn21861_c0_reverse,,1.4882,52.4726709
rxn21863_c0_reverse,,0.9488,83.17969158
rxn15947_c0_reverse,,3.6197,145.6146319
rxn03039_c0_reverse,,0.4517,27.63484654
rxn43581_c0_reverse,,0.3523,33.1889012
rxn45996_c0_reverse,,61.4684,1049.004699
rxn45425_c0_reverse,,94.9797,9653.735653
rxn16574_c0_reverse,,63.5335,13308.1298
rxn02314_c0_reverse,,0.4862,12.57756933
rxn03852_c0_reverse,,0.9641,130.6678546
rxn12666_c0_reverse,,,
rxn06864_c0_reverse,,244.3719,9928.117598
rxn05461_c0_reverse,,,
rxn03269_c0_reverse,,,
rxn00735_c0_reverse,,13.4481,627.683159
rxn02186_c0_reverse,,22.2528,2231.740734
rxn03068_c0_reverse,,2.3811,238.8013132
rxn03435_c0_reverse,,12.5688,1260.529144
rxn39451_c0_reverse,,0.974,31.79305312
rxn07438_c0_reverse,,32.7805,3261.999035
rxn03005_c0_reverse,,8.1419,1288.733748
rxn03194_c0_reverse_num1,,2.9584,135.0520136
rxn05459_c0_reverse,,,
rxn03408_c0_reverse,,,
rxn00577_c0_reverse,,,
rxn01647_c0_reverse,,2.9267,182.2756845
rxn10253_c0_reverse,,3.0306,608.9226069
rxn10254_c0_reverse,,,
rxn10255_c0_reverse,,,
rxn10256_c0_reverse,,,
rxn10257_c0_reverse,,,
rxn00840_c0_reverse,,,
rxn01354_c0_reverse,,,
rxn01128_c0_reverse,,,
rxn01129_c0_reverse,,,
rxn01370_c0_reverse,,,
rxn01510_c0_reverse,,,
rxn01674_c0_reverse,,,
rxn01679_c0_reverse,,,
rxn01705_c0_reverse,,,
rxn01706_c0_reverse,,,
rxn06934_c0_reverse_num1,,,
rxn10307_c0_reverse,,,
rxn10308_c0_reverse,,,
rxn10309_c0_reverse,,,
rxn10312_c0_reverse,,,
rxn10313_c0_reverse,,,
rxn10314_c0_reverse,,,
rxn10315_c0_reverse,,1.3143,8.668643163
rxn10259_c0_reverse,,18.2339,1670.495352
rxn10260_c0_reverse,,1.3143,120.4093496
rxn10261_c0_reverse,,33.5333,3072.147032
rxn10262_c0_reverse,,1.3143,120.4093496
rxn10263_c0_reverse,,30.6021,2803.60569
rxn10264_c0_reverse,,1.3143,120.4093496
rxn12845_c0_reverse_num1,,2.5531,344.0849955
rxn12846_c0_reverse_num1,,2.9032,391.268481
rxn12847_c0_reverse_num1,,0.0925,12.46635936
rxn12844_c0_reverse_num1,,1.7694,238.4646081
rxn03419_c0_reverse,,0.0925,15.8797685
rxn03421_c0_reverse_num1,,,
rxn10194_c0_reverse,,1.7694,45.19212598
rxn10195_c0_reverse,,,
rxn10196_c0_reverse,,244.3719,6241.486205
rxn05365_c0_reverse,,,
rxn05377_c0_reverse,,2.2024,494.7195941
rxn05390_c0_reverse,,,
rxn05394_c0_reverse,,18.2138,4091.320261
rxn05402_c0_reverse,,,
rxn05462_c0_reverse,,2.2024,494.7195941
rxn00636_c0_reverse,,,
rxn39452_c0_reverse,,,
rxn09996_c0_reverse,,16.9928,1056.15778
rxn10199_c0_reverse,,15.6755,381.720951
rxn19672_c0_reverse,,,
rxn14057_c0_reverse,,,
rxn12990_c0_reverse,,,
rxn12239_c0_reverse,,,
rxn11676_c0_reverse,,4.3091,694.3292035
rxn11197_c0_reverse,,,
rxn08958_c0_reverse,,64.6016,1573.141794
rxn08929_c0_reverse,,,
rxn08927_c0_reverse,,,
rxn08896_c0_reverse,,,
rxn08892_c0_reverse,,6.2183,515.0565876
rxn08891_c0_reverse,,5.3435,38.20085934
rxn08889_c0_reverse,,,
rxn08802_c0_reverse,,,
rxn08799_c0_reverse,,,
rxn08764_c0_reverse,,1.1443,114.7622287
rxn08711_c0_reverse,,,
rxn08018_c0_reverse_num1,,0.0511,8.304528936
rxn07206_c0_reverse,,,
rxn05887_c0_reverse,,,
rxn05458_c0_reverse,,,
rxn05333_c0_reverse,,3.2385,727.4561413
rxn05332_c0_reverse,,2.873,645.354792
rxn03917_c0_reverse,,,
rxn03511_c0_reverse,,,
rxn03439_c0_reverse,,,
rxn03182_c0_reverse,,,
rxn03159_c0_reverse,,,
rxn03146_c0_reverse,,,
rxn02404_c0_reverse,,,
rxn01875_c0_reverse,,,
rxn01874_c0_reverse,,,
rxn01513_c0_reverse,,,
rxn01307_c0_reverse,,,
rxn01117_c0_reverse,,,
rxn00617_c0_reverse,,,
rxn00438_c0_reverse,,,
rxn00285_c0_reverse,,,
rxn00278_c0_reverse,,,
EX_cpd11574_e0_reverse,,,
EX_cpd10516_e0_reverse,,,
EX_cpd10515_e0_reverse,,,
EX_cpd04097_e0_reverse,,,
EX_cpd01012_e0_reverse,,,
EX_cpd00971_e0_reverse,,,
EX_cpd00531_e0_reverse,,,
EX_cpd00254_e0_reverse,,,
EX_cpd00205_e0_reverse,,,
EX_cpd00149_e0_reverse,,,
EX_cpd00099_e0_reverse,,,
EX_cpd00067_e0_reverse,,,
EX_cpd00063_e0_reverse,,,
EX_cpd00058_e0_reverse,,,
EX_cpd00048_e0_reverse,,,
EX_cpd00034_e0_reverse,,,
EX_cpd00030_e0_reverse,,,
EX_cpd00013_e0_reverse,,,
EX_cpd00012_e0_reverse,,,
EX_cpd00009_e0_reverse,,,
EX_cpd00001_e0_reverse,,,
rxn00379_c0_reverse_num1,,0.3265,8.919523768
rxn00171_c0_num2,acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)_c0,6.237,97.19994113
rxn00533_c0_num2,Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0,11.8907,1356.147934
rxn00192_c0_num2,acetyl-CoA:L-glutamate N-acetyltransferase_c0,11.1992,2416.959535
rxn00192_c0_num3,acetyl-CoA:L-glutamate N-acetyltransferase_c0,1.857,173.6811027
rxn00192_c0_num4,acetyl-CoA:L-glutamate N-acetyltransferase_c0,30.4684,5703.917175
rxn00192_c0_num5,acetyl-CoA:L-glutamate N-acetyltransferase_c0,24.6472,4259.40831
rxn00192_c0_num6,acetyl-CoA:L-glutamate N-acetyltransferase_c0,19.5156,2317.871644
rxn00192_c0_num7,acetyl-CoA:L-glutamate N-acetyltransferase_c0,6.8065,1216.303222
rxn00192_c0_num8,acetyl-CoA:L-glutamate N-acetyltransferase_c0,11.9573,2456.554589
rxn00192_c0_num9,acetyl-CoA:L-glutamate N-acetyltransferase_c0,30.7023,2406.375618
rxn00192_c0_num10,acetyl-CoA:L-glutamate N-acetyltransferase_c0,22.4465,4531.880492
rxn00192_c0_num11,acetyl-CoA:L-glutamate N-acetyltransferase_c0,,
rxn08043_c0_num2,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)_c0,13.8517,2644.504388
rxn00800_c0_num2,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)_c0",,
rxn08073_c0_num2,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)_c0,45.0018,399.324182
rxn08073_c0_num3,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)_c0,11.6395,108.5162738
rxn08076_c0_num2,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)_c0,4.2327,37.5589302
rxn08076_c0_num3,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)_c0,4.928,45.94425856
rxn12634_c0_num2,methionyl aminopeptidase_c0,2.5435,237.6939435
rxn12637_c0_num2,RXN0-6987.c_c0,0.2004,18.7276848
rxn01256_c0_num2,Chorismate pyruvatemutase_c0,,
rxn01018_c0_num2,carbamoyl-phosphate:L-aspartate carbamoyltransferase_c0,92.7341,1435.253334
rxn00260_c0_num2,L-Aspartate:2-oxoglutarate aminotransferase_c0,165.126,1048.078571
rxn00260_c0_num3,L-Aspartate:2-oxoglutarate aminotransferase_c0,21.7994,977.3910621
rxn05516_c0_num2,Cadmium-translocating P-type ATPase_c0,,
rxn05516_c0_num3,Cadmium-translocating P-type ATPase_c0,,
rxn05516_c0_num4,Cadmium-translocating P-type ATPase_c0,,
rxn05516_c0_num5,Cadmium-translocating P-type ATPase_c0,,
rxn05518_c0_num2,cellobiose transport via PEP:Pyr PTS_c0,7.9922,1161.006742
rxn05518_c0_num3,cellobiose transport via PEP:Pyr PTS_c0,6.4391,234.6551914
rxn05528_c0_num2,Copper-transporting ATPase_c0,,
rxn05528_c0_num3,Copper-transporting ATPase_c0,,
rxn05528_c0_num4,Copper-transporting ATPase_c0,,
rxn05528_c0_num5,Copper-transporting ATPase_c0,,
rxn02200_c0_num2,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0",4.5867,884.7828234
rxn05195_c0_num2,ATP phosphohydrolase (ferric-ion-transporting)_c0,,
